prompt_id,template_id,seed,setting,direct_exposure_score,ac_score,tsr_score
T30-V8,T30,17,Proposed (semantic abstraction),0.149878,0.872427,0.851936
T31-V1,T31,17,Proposed (semantic abstraction),0.148033,0.876086,0.854822
T31-V2,T31,17,Proposed (semantic abstraction),0.146084,0.876710,0.853282
T31-V3,T31,17,Proposed (semantic abstraction),0.146593,0.875308,0.856918
T31-V4,T31,17,Proposed (semantic abstraction),0.148838,0.871946,0.853842
T31-V5,T31,17,Proposed (semantic abstraction),0.147569,0.873262,0.852082
T31-V6,T31,17,Proposed (semantic abstraction),0.147827,0.875422,0.854717
T31-V7,T31,17,Proposed (semantic abstraction),0.147878,0.874427,0.854436
T31-V8,T31,17,Proposed (semantic abstraction),0.149929,0.871027,0.852158
T32-V1,T32,17,Proposed (semantic abstraction),0.146084,0.876710,0.853282
T32-V2,T32,17,Proposed (semantic abstraction),0.146593,0.875308,0.856918
T32-V3,T32,17,Proposed (semantic abstraction),0.146838,0.873946,0.856342
T32-V4,T32,17,Proposed (semantic abstraction),0.150369,0.870462,0.848582
T32-V5,T32,17,Proposed (semantic abstraction),0.147827,0.875422,0.854717
T32-V6,T32,17,Proposed (semantic abstraction),0.147878,0.874427,0.854436
T32-V7,T32,17,Proposed (semantic abstraction),0.147929,0.873027,0.854658
T32-V8,T32,17,Proposed (semantic abstraction),0.152116,0.873921,0.850530
T01-V1,T01,29,Proposed (semantic abstraction),0.150812,0.881638,0.858232
T01-V2,T01,29,Proposed (semantic abstraction),0.152208,0.879740,0.862973
T01-V3,T01,29,Proposed (semantic abstraction),0.149957,0.880748,0.857832
T01-V4,T01,29,Proposed (semantic abstraction),0.150226,0.879645,0.858769
T01-V5,T01,29,Proposed (semantic abstraction),0.145108,0.883926,0.863459
T01-V6,T01,29,Proposed (semantic abstraction),0.146009,0.883614,0.866659
T01-V7,T01,29,Proposed (semantic abstraction),0.146003,0.881606,0.865747
T01-V8,T01,29,Proposed (semantic abstraction),0.148200,0.880305,0.858462
T02-V1,T02,29,Proposed (semantic abstraction),0.152208,0.879740,0.862973
T02-V2,T02,29,Proposed (semantic abstraction),0.149957,0.880748,0.857832
T02-V3,T02,29,Proposed (semantic abstraction),0.148226,0.881645,0.861269
T02-V4,T02,29,Proposed (semantic abstraction),0.147908,0.881126,0.859959
T02-V5,T02,29,Proposed (semantic abstraction),0.146009,0.883614,0.866659
T02-V6,T02,29,Proposed (semantic abstraction),0.146003,0.881606,0.865747
T02-V7,T02,29,Proposed (semantic abstraction),0.146200,0.882305,0.860962
T02-V8,T02,29,Proposed (semantic abstraction),0.148616,0.878722,0.858175
T03-V1,T03,29,Proposed (semantic abstraction),0.149957,0.880748,0.857832
T03-V2,T03,29,Proposed (semantic abstraction),0.148226,0.881645,0.861269
T03-V3,T03,29,Proposed (semantic abstraction),0.145908,0.883126,0.862459
T03-V4,T03,29,Proposed (semantic abstraction),0.148809,0.880814,0.863159
T03-V5,T03,29,Proposed (semantic abstraction),0.146003,0.881606,0.865747
T03-V6,T03,29,Proposed (semantic abstraction),0.146200,0.882305,0.860962
T03-V7,T03,29,Proposed (semantic abstraction),0.146616,0.880722,0.860675
T03-V8,T03,29,Proposed (semantic abstraction),0.150189,0.881283,0.861324
T04-V1,T04,29,Proposed (semantic abstraction),0.148226,0.881645,0.861269
T04-V2,T04,29,Proposed (semantic abstraction),0.145908,0.883126,0.862459
T04-V3,T04,29,Proposed (semantic abstraction),0.146809,0.882814,0.865659
T04-V4,T04,29,Proposed (semantic abstraction),0.148803,0.878806,0.862247
T04-V5,T04,29,Proposed (semantic abstraction),0.146200,0.882305,0.860962
T04-V6,T04,29,Proposed (semantic abstraction),0.146616,0.880722,0.860675
T04-V7,T04,29,Proposed (semantic abstraction),0.148189,0.883283,0.863824
T04-V8,T04,29,Proposed (semantic abstraction),0.149287,0.880524,0.861528
T05-V1,T05,29,Proposed (semantic abstraction),0.145908,0.883126,0.862459
T05-V2,T05,29,Proposed (semantic abstraction),0.146809,0.882814,0.865659
T05-V3,T05,29,Proposed (semantic abstraction),0.146803,0.880806,0.864747
T05-V4,T05,29,Proposed (semantic abstraction),0.149000,0.879505,0.857462
T05-V5,T05,29,Proposed (semantic abstraction),0.146616,0.880722,0.860675
T05-V6,T05,29,Proposed (semantic abstraction),0.148189,0.883283,0.863824
T05-V7,T05,29,Proposed (semantic abstraction),0.147287,0.882524,0.864028
T05-V8,T05,29,Proposed (semantic abstraction),0.151877,0.878497,0.857938
T06-V1,T06,29,Proposed (semantic abstraction),0.149209,0.880414,0.862659
T06-V2,T06,29,Proposed (semantic abstraction),0.149203,0.878406,0.861747
T06-V3,T06,29,Proposed (semantic abstraction),0.149400,0.879105,0.856962
T06-V4,T06,29,Proposed (semantic abstraction),0.151816,0.875522,0.854175
T06-V5,T06,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T06-V6,T06,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T06-V7,T06,29,Proposed (semantic abstraction),0.152277,0.878097,0.857438
T06-V8,T06,29,Proposed (semantic abstraction),0.154823,0.877326,0.854208
T07-V1,T07,29,Proposed (semantic abstraction),0.149203,0.878406,0.861747
T07-V2,T07,29,Proposed (semantic abstraction),0.149400,0.879105,0.856962
T07-V3,T07,29,Proposed (semantic abstraction),0.149816,0.877522,0.856675
T07-V4,T07,29,Proposed (semantic abstraction),0.153389,0.878083,0.857324
T07-V5,T07,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T07-V6,T07,29,Proposed (semantic abstraction),0.152277,0.878097,0.857438
T07-V7,T07,29,Proposed (semantic abstraction),0.152823,0.879326,0.856708
T07-V8,T07,29,Proposed (semantic abstraction),0.154416,0.876889,0.857093
T08-V1,T08,29,Proposed (semantic abstraction),0.149400,0.879105,0.856962
T08-V2,T08,29,Proposed (semantic abstraction),0.149816,0.877522,0.856675
T08-V3,T08,29,Proposed (semantic abstraction),0.151389,0.880083,0.859824
T08-V4,T08,29,Proposed (semantic abstraction),0.152487,0.877324,0.857528
T08-V5,T08,29,Proposed (semantic abstraction),0.152277,0.878097,0.857438
T08-V6,T08,29,Proposed (semantic abstraction),0.152823,0.879326,0.856708
T08-V7,T08,29,Proposed (semantic abstraction),0.152416,0.878889,0.859593
T08-V8,T08,29,Proposed (semantic abstraction),0.155524,0.879662,0.859321
T09-V1,T09,29,Proposed (semantic abstraction),0.147416,0.879922,0.859675
T09-V2,T09,29,Proposed (semantic abstraction),0.148989,0.882483,0.862824
T09-V3,T09,29,Proposed (semantic abstraction),0.148087,0.881724,0.863028
T09-V4,T09,29,Proposed (semantic abstraction),0.152677,0.877697,0.856938
T09-V5,T09,29,Proposed (semantic abstraction),0.150423,0.881726,0.859708
T09-V6,T09,29,Proposed (semantic abstraction),0.150016,0.881289,0.862593
T09-V7,T09,29,Proposed (semantic abstraction),0.151124,0.884062,0.864821
T09-V8,T09,29,Proposed (semantic abstraction),0.150952,0.877370,0.861283
T10-V1,T10,29,Proposed (semantic abstraction),0.150812,0.881638,0.858232
T10-V2,T10,29,Proposed (semantic abstraction),0.152208,0.879740,0.862973
T10-V3,T10,29,Proposed (semantic abstraction),0.149957,0.880748,0.857832
T10-V4,T10,29,Proposed (semantic abstraction),0.150226,0.879645,0.858769
T10-V5,T10,29,Proposed (semantic abstraction),0.145108,0.883926,0.863459
T10-V6,T10,29,Proposed (semantic abstraction),0.146009,0.883614,0.866659
T10-V7,T10,29,Proposed (semantic abstraction),0.146003,0.881606,0.865747
T10-V8,T10,29,Proposed (semantic abstraction),0.148200,0.880305,0.858462
T11-V1,T11,29,Proposed (semantic abstraction),0.152208,0.879740,0.862973
T11-V2,T11,29,Proposed (semantic abstraction),0.149957,0.880748,0.857832
T11-V3,T11,29,Proposed (semantic abstraction),0.148226,0.881645,0.861269
T11-V4,T11,29,Proposed (semantic abstraction),0.147908,0.881126,0.859959
T11-V5,T11,29,Proposed (semantic abstraction),0.146009,0.883614,0.866659
T11-V6,T11,29,Proposed (semantic abstraction),0.146003,0.881606,0.865747
T11-V7,T11,29,Proposed (semantic abstraction),0.146200,0.882305,0.860962
T11-V8,T11,29,Proposed (semantic abstraction),0.148616,0.878722,0.858175
T12-V1,T12,29,Proposed (semantic abstraction),0.149957,0.880748,0.857832
T12-V2,T12,29,Proposed (semantic abstraction),0.148226,0.881645,0.861269
T12-V3,T12,29,Proposed (semantic abstraction),0.145908,0.883126,0.862459
T12-V4,T12,29,Proposed (semantic abstraction),0.148809,0.880814,0.863159
T12-V5,T12,29,Proposed (semantic abstraction),0.146003,0.881606,0.865747
T12-V6,T12,29,Proposed (semantic abstraction),0.146200,0.882305,0.860962
T12-V7,T12,29,Proposed (semantic abstraction),0.146616,0.880722,0.860675
T12-V8,T12,29,Proposed (semantic abstraction),0.150189,0.881283,0.861324
T13-V1,T13,29,Proposed (semantic abstraction),0.148226,0.881645,0.861269
T13-V2,T13,29,Proposed (semantic abstraction),0.145908,0.883126,0.862459
T13-V3,T13,29,Proposed (semantic abstraction),0.146809,0.882814,0.865659
T13-V4,T13,29,Proposed (semantic abstraction),0.148803,0.878806,0.862247
T13-V5,T13,29,Proposed (semantic abstraction),0.146200,0.882305,0.860962
T13-V6,T13,29,Proposed (semantic abstraction),0.146616,0.880722,0.860675
T13-V7,T13,29,Proposed (semantic abstraction),0.148189,0.883283,0.863824
T13-V8,T13,29,Proposed (semantic abstraction),0.149287,0.880524,0.861528
T14-V1,T14,29,Proposed (semantic abstraction),0.148308,0.880726,0.859459
T14-V2,T14,29,Proposed (semantic abstraction),0.149209,0.880414,0.862659
T14-V3,T14,29,Proposed (semantic abstraction),0.149203,0.878406,0.861747
T14-V4,T14,29,Proposed (semantic abstraction),0.151400,0.877105,0.854462
T14-V5,T14,29,Proposed (semantic abstraction),0.149016,0.878322,0.857675
T14-V6,T14,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T14-V7,T14,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T14-V8,T14,29,Proposed (semantic abstraction),0.154277,0.876097,0.854938
T15-V1,T15,29,Proposed (semantic abstraction),0.149209,0.880414,0.862659
T15-V2,T15,29,Proposed (semantic abstraction),0.149203,0.878406,0.861747
T15-V3,T15,29,Proposed (semantic abstraction),0.149400,0.879105,0.856962
T15-V4,T15,29,Proposed (semantic abstraction),0.151816,0.875522,0.854175
T15-V5,T15,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T15-V6,T15,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T15-V7,T15,29,Proposed (semantic abstraction),0.152277,0.878097,0.857438
T15-V8,T15,29,Proposed (semantic abstraction),0.154823,0.877326,0.854208
T16-V1,T16,29,Proposed (semantic abstraction),0.149203,0.878406,0.861747
T16-V2,T16,29,Proposed (semantic abstraction),0.149400,0.879105,0.856962
T16-V3,T16,29,Proposed (semantic abstraction),0.149816,0.877522,0.856675
T16-V4,T16,29,Proposed (semantic abstraction),0.153389,0.878083,0.857324
T16-V5,T16,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T16-V6,T16,29,Proposed (semantic abstraction),0.152277,0.878097,0.857438
T16-V7,T16,29,Proposed (semantic abstraction),0.152823,0.879326,0.856708
T16-V8,T16,29,Proposed (semantic abstraction),0.154416,0.876889,0.857093
T17-V1,T17,29,Proposed (semantic abstraction),0.148600,0.879905,0.857962
T17-V2,T17,29,Proposed (semantic abstraction),0.149016,0.878322,0.857675
T17-V3,T17,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T17-V4,T17,29,Proposed (semantic abstraction),0.151687,0.878124,0.858528
T17-V5,T17,29,Proposed (semantic abstraction),0.151477,0.878897,0.858438
T17-V6,T17,29,Proposed (semantic abstraction),0.152023,0.880126,0.857708
T17-V7,T17,29,Proposed (semantic abstraction),0.151616,0.879689,0.860593
T17-V8,T17,29,Proposed (semantic abstraction),0.154724,0.880462,0.860321
T18-V1,T18,29,Proposed (semantic abstraction),0.149016,0.878322,0.857675
T18-V2,T18,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T18-V3,T18,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T18-V4,T18,29,Proposed (semantic abstraction),0.154277,0.876097,0.854938
T18-V5,T18,29,Proposed (semantic abstraction),0.152023,0.880126,0.857708
T18-V6,T18,29,Proposed (semantic abstraction),0.151616,0.879689,0.860593
T18-V7,T18,29,Proposed (semantic abstraction),0.152724,0.882462,0.862821
T18-V8,T18,29,Proposed (semantic abstraction),0.152552,0.875770,0.859283
T19-V1,T19,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T19-V2,T19,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T19-V3,T19,29,Proposed (semantic abstraction),0.152277,0.878097,0.857438
T19-V4,T19,29,Proposed (semantic abstraction),0.154823,0.877326,0.854208
T19-V5,T19,29,Proposed (semantic abstraction),0.151616,0.879689,0.860593
T19-V6,T19,29,Proposed (semantic abstraction),0.152724,0.882462,0.862821
T19-V7,T19,29,Proposed (semantic abstraction),0.150552,0.877770,0.861783
T19-V8,T19,29,Proposed (semantic abstraction),0.151954,0.878102,0.855047
T20-V1,T20,29,Proposed (semantic abstraction),0.153808,0.878140,0.860973
T20-V2,T20,29,Proposed (semantic abstraction),0.151557,0.879148,0.855832
T20-V3,T20,29,Proposed (semantic abstraction),0.149826,0.880045,0.859269
T20-V4,T20,29,Proposed (semantic abstraction),0.149508,0.879526,0.857959
T20-V5,T20,29,Proposed (semantic abstraction),0.147609,0.882014,0.864659
T20-V6,T20,29,Proposed (semantic abstraction),0.147603,0.880006,0.863747
T20-V7,T20,29,Proposed (semantic abstraction),0.147800,0.880705,0.858962
T20-V8,T20,29,Proposed (semantic abstraction),0.150216,0.877122,0.856175
T21-V1,T21,29,Proposed (semantic abstraction),0.151557,0.879148,0.855832
T21-V2,T21,29,Proposed (semantic abstraction),0.149826,0.880045,0.859269
T21-V3,T21,29,Proposed (semantic abstraction),0.147508,0.881526,0.860459
T21-V4,T21,29,Proposed (semantic abstraction),0.150409,0.879214,0.861159
T21-V5,T21,29,Proposed (semantic abstraction),0.147603,0.880006,0.863747
T21-V6,T21,29,Proposed (semantic abstraction),0.147800,0.880705,0.858962
T21-V7,T21,29,Proposed (semantic abstraction),0.148216,0.879122,0.858675
T21-V8,T21,29,Proposed (semantic abstraction),0.151789,0.879683,0.859324
T22-V1,T22,29,Proposed (semantic abstraction),0.152226,0.877645,0.856269
T22-V2,T22,29,Proposed (semantic abstraction),0.149908,0.879126,0.857459
T22-V3,T22,29,Proposed (semantic abstraction),0.150809,0.878814,0.860659
T22-V4,T22,29,Proposed (semantic abstraction),0.152803,0.874806,0.857247
T22-V5,T22,29,Proposed (semantic abstraction),0.150200,0.878305,0.855962
T22-V6,T22,29,Proposed (semantic abstraction),0.150616,0.876722,0.855675
T22-V7,T22,29,Proposed (semantic abstraction),0.152189,0.879283,0.858824
T22-V8,T22,29,Proposed (semantic abstraction),0.153287,0.876524,0.856528
T23-V1,T23,29,Proposed (semantic abstraction),0.149908,0.879126,0.857459
T23-V2,T23,29,Proposed (semantic abstraction),0.150809,0.878814,0.860659
T23-V3,T23,29,Proposed (semantic abstraction),0.150803,0.876806,0.859747
T23-V4,T23,29,Proposed (semantic abstraction),0.153000,0.875505,0.852462
T23-V5,T23,29,Proposed (semantic abstraction),0.150616,0.876722,0.855675
T23-V6,T23,29,Proposed (semantic abstraction),0.152189,0.879283,0.858824
T23-V7,T23,29,Proposed (semantic abstraction),0.151287,0.878524,0.859028
T23-V8,T23,29,Proposed (semantic abstraction),0.155877,0.874497,0.852938
T24-V1,T24,29,Proposed (semantic abstraction),0.150809,0.878814,0.860659
T24-V2,T24,29,Proposed (semantic abstraction),0.150803,0.876806,0.859747
T24-V3,T24,29,Proposed (semantic abstraction),0.151000,0.877505,0.854962
T24-V4,T24,29,Proposed (semantic abstraction),0.153416,0.873922,0.852175
T24-V5,T24,29,Proposed (semantic abstraction),0.152189,0.879283,0.858824
T24-V6,T24,29,Proposed (semantic abstraction),0.151287,0.878524,0.859028
T24-V7,T24,29,Proposed (semantic abstraction),0.153877,0.876497,0.855438
T24-V8,T24,29,Proposed (semantic abstraction),0.156423,0.875726,0.852208
T25-V1,T25,29,Proposed (semantic abstraction),0.148403,0.879206,0.862747
T25-V2,T25,29,Proposed (semantic abstraction),0.148600,0.879905,0.857962
T25-V3,T25,29,Proposed (semantic abstraction),0.149016,0.878322,0.857675
T25-V4,T25,29,Proposed (semantic abstraction),0.152589,0.878883,0.858324
T25-V5,T25,29,Proposed (semantic abstraction),0.148887,0.880924,0.862028
T25-V6,T25,29,Proposed (semantic abstraction),0.151477,0.878897,0.858438
T25-V7,T25,29,Proposed (semantic abstraction),0.152023,0.880126,0.857708
T25-V8,T25,29,Proposed (semantic abstraction),0.153616,0.877689,0.858093
T26-V1,T26,29,Proposed (semantic abstraction),0.148600,0.879905,0.857962
T26-V2,T26,29,Proposed (semantic abstraction),0.149016,0.878322,0.857675
T26-V3,T26,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T26-V4,T26,29,Proposed (semantic abstraction),0.151687,0.878124,0.858528
T26-V5,T26,29,Proposed (semantic abstraction),0.151477,0.878897,0.858438
T26-V6,T26,29,Proposed (semantic abstraction),0.152023,0.880126,0.857708
T26-V7,T26,29,Proposed (semantic abstraction),0.151616,0.879689,0.860593
T26-V8,T26,29,Proposed (semantic abstraction),0.154724,0.880462,0.860321
T27-V1,T27,29,Proposed (semantic abstraction),0.149016,0.878322,0.857675
T27-V2,T27,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T27-V3,T27,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T27-V4,T27,29,Proposed (semantic abstraction),0.154277,0.876097,0.854938
T27-V5,T27,29,Proposed (semantic abstraction),0.152023,0.880126,0.857708
T27-V6,T27,29,Proposed (semantic abstraction),0.151616,0.879689,0.860593
T27-V7,T27,29,Proposed (semantic abstraction),0.152724,0.882462,0.862821
T27-V8,T27,29,Proposed (semantic abstraction),0.152552,0.875770,0.859283
T28-V1,T28,29,Proposed (semantic abstraction),0.150589,0.880883,0.860824
T28-V2,T28,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T28-V3,T28,29,Proposed (semantic abstraction),0.152277,0.878097,0.857438
T28-V4,T28,29,Proposed (semantic abstraction),0.154823,0.877326,0.854208
T28-V5,T28,29,Proposed (semantic abstraction),0.151616,0.879689,0.860593
T28-V6,T28,29,Proposed (semantic abstraction),0.152724,0.882462,0.862821
T28-V7,T28,29,Proposed (semantic abstraction),0.150552,0.877770,0.861783
T28-V8,T28,29,Proposed (semantic abstraction),0.151954,0.878102,0.855047
T29-V1,T29,29,Proposed (semantic abstraction),0.149687,0.880124,0.861028
T29-V2,T29,29,Proposed (semantic abstraction),0.152277,0.878097,0.857438
T29-V3,T29,29,Proposed (semantic abstraction),0.152823,0.879326,0.856708
T29-V4,T29,29,Proposed (semantic abstraction),0.154416,0.876889,0.857093
T29-V5,T29,29,Proposed (semantic abstraction),0.152724,0.882462,0.862821
T29-V6,T29,29,Proposed (semantic abstraction),0.150552,0.877770,0.861783
T29-V7,T29,29,Proposed (semantic abstraction),0.149954,0.880102,0.857547
T29-V8,T29,29,Proposed (semantic abstraction),0.152544,0.878662,0.858661
T30-V1,T30,29,Proposed (semantic abstraction),0.153957,0.876748,0.852832
T30-V2,T30,29,Proposed (semantic abstraction),0.152226,0.877645,0.856269
T30-V3,T30,29,Proposed (semantic abstraction),0.149908,0.879126,0.857459
T30-V4,T30,29,Proposed (semantic abstraction),0.152809,0.876814,0.858159
T30-V5,T30,29,Proposed (semantic abstraction),0.150003,0.877606,0.860747
T30-V6,T30,29,Proposed (semantic abstraction),0.150200,0.878305,0.855962
T30-V7,T30,29,Proposed (semantic abstraction),0.150616,0.876722,0.855675
T30-V8,T30,29,Proposed (semantic abstraction),0.154189,0.877283,0.856324
T31-V1,T31,29,Proposed (semantic abstraction),0.152226,0.877645,0.856269
T31-V2,T31,29,Proposed (semantic abstraction),0.149908,0.879126,0.857459
T31-V3,T31,29,Proposed (semantic abstraction),0.150809,0.878814,0.860659
T31-V4,T31,29,Proposed (semantic abstraction),0.152803,0.874806,0.857247
T31-V5,T31,29,Proposed (semantic abstraction),0.150200,0.878305,0.855962
T31-V6,T31,29,Proposed (semantic abstraction),0.150616,0.876722,0.855675
T31-V7,T31,29,Proposed (semantic abstraction),0.152189,0.879283,0.858824
T31-V8,T31,29,Proposed (semantic abstraction),0.153287,0.876524,0.856528
T32-V1,T32,29,Proposed (semantic abstraction),0.149908,0.879126,0.857459
T32-V2,T32,29,Proposed (semantic abstraction),0.150809,0.878814,0.860659
T32-V3,T32,29,Proposed (semantic abstraction),0.150803,0.876806,0.859747
T32-V4,T32,29,Proposed (semantic abstraction),0.153000,0.875505,0.852462
T32-V5,T32,29,Proposed (semantic abstraction),0.150616,0.876722,0.855675
T32-V6,T32,29,Proposed (semantic abstraction),0.152189,0.879283,0.858824
T32-V7,T32,29,Proposed (semantic abstraction),0.151287,0.878524,0.859028
T32-V8,T32,29,Proposed (semantic abstraction),0.155877,0.874497,0.852938
T01-V1,T01,43,Proposed (semantic abstraction),0.149504,0.878597,0.858000
T01-V2,T01,43,Proposed (semantic abstraction),0.150694,0.877519,0.860621
T01-V3,T01,43,Proposed (semantic abstraction),0.151329,0.877024,0.856152
T01-V4,T01,43,Proposed (semantic abstraction),0.146673,0.881671,0.862134
T01-V5,T01,43,Proposed (semantic abstraction),0.145053,0.885657,0.864441
T01-V6,T01,43,Proposed (semantic abstraction),0.146074,0.883853,0.863775
T01-V7,T01,43,Proposed (semantic abstraction),0.144901,0.882003,0.864308
T01-V8,T01,43,Proposed (semantic abstraction),0.150185,0.878600,0.858981
T02-V1,T02,43,Proposed (semantic abstraction),0.150694,0.877519,0.860621
T02-V2,T02,43,Proposed (semantic abstraction),0.151329,0.877024,0.856152
T02-V3,T02,43,Proposed (semantic abstraction),0.144673,0.883671,0.864634
T02-V4,T02,43,Proposed (semantic abstraction),0.147853,0.882857,0.860941
T02-V5,T02,43,Proposed (semantic abstraction),0.146074,0.883853,0.863775
T02-V6,T02,43,Proposed (semantic abstraction),0.144901,0.882003,0.864308
T02-V7,T02,43,Proposed (semantic abstraction),0.148185,0.880600,0.861481
T02-V8,T02,43,Proposed (semantic abstraction),0.150488,0.877518,0.860813
T03-V1,T03,43,Proposed (semantic abstraction),0.151329,0.877024,0.856152
T03-V2,T03,43,Proposed (semantic abstraction),0.144673,0.883671,0.864634
T03-V3,T03,43,Proposed (semantic abstraction),0.145853,0.884857,0.863441
T03-V4,T03,43,Proposed (semantic abstraction),0.148874,0.881053,0.860275
T03-V5,T03,43,Proposed (semantic abstraction),0.144901,0.882003,0.864308
T03-V6,T03,43,Proposed (semantic abstraction),0.148185,0.880600,0.861481
T03-V7,T03,43,Proposed (semantic abstraction),0.148488,0.879518,0.863313
T03-V8,T03,43,Proposed (semantic abstraction),0.150149,0.877997,0.860009
T04-V1,T04,43,Proposed (semantic abstraction),0.144673,0.883671,0.864634
T04-V2,T04,43,Proposed (semantic abstraction),0.145853,0.884857,0.863441
T04-V3,T04,43,Proposed (semantic abstraction),0.146874,0.883053,0.862775
T04-V4,T04,43,Proposed (semantic abstraction),0.147701,0.879203,0.860808
T04-V5,T04,43,Proposed (semantic abstraction),0.148185,0.880600,0.861481
T04-V6,T04,43,Proposed (semantic abstraction),0.148488,0.879518,0.863313
T04-V7,T04,43,Proposed (semantic abstraction),0.148149,0.879997,0.862509
T04-V8,T04,43,Proposed (semantic abstraction),0.150672,0.881320,0.856916
T05-V1,T05,43,Proposed (semantic abstraction),0.145853,0.884857,0.863441
T05-V2,T05,43,Proposed (semantic abstraction),0.146874,0.883053,0.862775
T05-V3,T05,43,Proposed (semantic abstraction),0.145701,0.881203,0.863308
T05-V4,T05,43,Proposed (semantic abstraction),0.150985,0.877800,0.857981
T05-V5,T05,43,Proposed (semantic abstraction),0.148488,0.879518,0.863313
T05-V6,T05,43,Proposed (semantic abstraction),0.148149,0.879997,0.862509
T05-V7,T05,43,Proposed (semantic abstraction),0.148672,0.883320,0.859416
T05-V8,T05,43,Proposed (semantic abstraction),0.150089,0.879182,0.860083
T06-V1,T06,43,Proposed (semantic abstraction),0.149274,0.880653,0.859775
T06-V2,T06,43,Proposed (semantic abstraction),0.148101,0.878803,0.860308
T06-V3,T06,43,Proposed (semantic abstraction),0.151385,0.877400,0.857481
T06-V4,T06,43,Proposed (semantic abstraction),0.153688,0.874318,0.856813
T06-V5,T06,43,Proposed (semantic abstraction),0.150549,0.877597,0.859509
T06-V6,T06,43,Proposed (semantic abstraction),0.151072,0.880920,0.856416
T06-V7,T06,43,Proposed (semantic abstraction),0.150489,0.878782,0.859583
T06-V8,T06,43,Proposed (semantic abstraction),0.151587,0.877786,0.854628
T07-V1,T07,43,Proposed (semantic abstraction),0.148101,0.878803,0.860308
T07-V2,T07,43,Proposed (semantic abstraction),0.151385,0.877400,0.857481
T07-V3,T07,43,Proposed (semantic abstraction),0.151688,0.876318,0.859313
T07-V4,T07,43,Proposed (semantic abstraction),0.153349,0.874797,0.856009
T07-V5,T07,43,Proposed (semantic abstraction),0.151072,0.880920,0.856416
T07-V6,T07,43,Proposed (semantic abstraction),0.150489,0.878782,0.859583
T07-V7,T07,43,Proposed (semantic abstraction),0.149587,0.879786,0.857128
T07-V8,T07,43,Proposed (semantic abstraction),0.152142,0.879076,0.858142
T08-V1,T08,43,Proposed (semantic abstraction),0.151385,0.877400,0.857481
T08-V2,T08,43,Proposed (semantic abstraction),0.151688,0.876318,0.859313
T08-V3,T08,43,Proposed (semantic abstraction),0.151349,0.876797,0.858509
T08-V4,T08,43,Proposed (semantic abstraction),0.153872,0.878120,0.852916
T08-V5,T08,43,Proposed (semantic abstraction),0.150489,0.878782,0.859583
T08-V6,T08,43,Proposed (semantic abstraction),0.149587,0.879786,0.857128
T08-V7,T08,43,Proposed (semantic abstraction),0.150142,0.881076,0.860642
T08-V8,T08,43,Proposed (semantic abstraction),0.152019,0.873628,0.854382
T09-V1,T09,43,Proposed (semantic abstraction),0.149288,0.878718,0.862313
T09-V2,T09,43,Proposed (semantic abstraction),0.148949,0.879197,0.861509
T09-V3,T09,43,Proposed (semantic abstraction),0.149472,0.882520,0.858416
T09-V4,T09,43,Proposed (semantic abstraction),0.150889,0.878382,0.859083
T09-V5,T09,43,Proposed (semantic abstraction),0.147187,0.882186,0.860128
T09-V6,T09,43,Proposed (semantic abstraction),0.147742,0.883476,0.863642
T09-V7,T09,43,Proposed (semantic abstraction),0.147619,0.878028,0.859882
T09-V8,T09,43,Proposed (semantic abstraction),0.148989,0.877760,0.857796
T10-V1,T10,43,Proposed (semantic abstraction),0.149504,0.878597,0.858000
T10-V2,T10,43,Proposed (semantic abstraction),0.150694,0.877519,0.860621
T10-V3,T10,43,Proposed (semantic abstraction),0.151329,0.877024,0.856152
T10-V4,T10,43,Proposed (semantic abstraction),0.146673,0.881671,0.862134
T10-V5,T10,43,Proposed (semantic abstraction),0.145053,0.885657,0.864441
T10-V6,T10,43,Proposed (semantic abstraction),0.146074,0.883853,0.863775
T10-V7,T10,43,Proposed (semantic abstraction),0.144901,0.882003,0.864308
T10-V8,T10,43,Proposed (semantic abstraction),0.150185,0.878600,0.858981
T11-V1,T11,43,Proposed (semantic abstraction),0.150694,0.877519,0.860621
T11-V2,T11,43,Proposed (semantic abstraction),0.151329,0.877024,0.856152
T11-V3,T11,43,Proposed (semantic abstraction),0.144673,0.883671,0.864634
T11-V4,T11,43,Proposed (semantic abstraction),0.147853,0.882857,0.860941
T11-V5,T11,43,Proposed (semantic abstraction),0.146074,0.883853,0.863775
