prompt_id,template_id,variant_id,prompt_family,prompt_source,downstream_task_type,primary_privacy_category,subset,modality,template_stub,prompt_stub,split,release_scope,raw_prompt_released,ocr_source_asset_released,paper_title,paper_url
T28-V2,T28,V2,Tool-oriented agent,Agent workflow traces,Agent execution,National/account identifiers,Essential-privacy,Text-only,Tool-oriented agent prompt centered on national/account identifiers.,Tool-oriented agent prompt centered on national/account identifiers. Reasoning-preserving text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T28-V3,T28,V3,Tool-oriented agent,Agent workflow traces,Agent execution,National/account identifiers,Essential-privacy,Text-only,Tool-oriented agent prompt centered on national/account identifiers.,Tool-oriented agent prompt centered on national/account identifiers. Tool-compatible text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T28-V4,T28,V4,Tool-oriented agent,Agent workflow traces,Agent execution,National/account identifiers,Essential-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on national/account identifiers.,Tool-oriented agent prompt centered on national/account identifiers. Task-critical OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T28-V5,T28,V5,Tool-oriented agent,Agent workflow traces,Agent execution,National/account identifiers,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on national/account identifiers.,Tool-oriented agent prompt centered on national/account identifiers. Incidental text-only summary variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T28-V6,T28,V6,Tool-oriented agent,Agent workflow traces,Agent execution,National/account identifiers,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on national/account identifiers.,Tool-oriented agent prompt centered on national/account identifiers. Incidental text-only coordination variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T28-V7,T28,V7,Tool-oriented agent,Agent workflow traces,Agent execution,National/account identifiers,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on national/account identifiers.,Tool-oriented agent prompt centered on national/account identifiers. Incidental text-only logging variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T28-V8,T28,V8,Tool-oriented agent,Agent workflow traces,Agent execution,National/account identifiers,Incidental-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on national/account identifiers.,Tool-oriented agent prompt centered on national/account identifiers. Incidental OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T29-V1,T29,V1,Tool-oriented agent,Agent workflow traces,Agent execution,Financial references,Essential-privacy,Text-only,Tool-oriented agent prompt centered on financial references.,Tool-oriented agent prompt centered on financial references. Task-critical text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T29-V2,T29,V2,Tool-oriented agent,Agent workflow traces,Agent execution,Financial references,Essential-privacy,Text-only,Tool-oriented agent prompt centered on financial references.,Tool-oriented agent prompt centered on financial references. Reasoning-preserving text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T29-V3,T29,V3,Tool-oriented agent,Agent workflow traces,Agent execution,Financial references,Essential-privacy,Text-only,Tool-oriented agent prompt centered on financial references.,Tool-oriented agent prompt centered on financial references. Tool-compatible text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T29-V4,T29,V4,Tool-oriented agent,Agent workflow traces,Agent execution,Financial references,Essential-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on financial references.,Tool-oriented agent prompt centered on financial references. Task-critical OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T29-V5,T29,V5,Tool-oriented agent,Agent workflow traces,Agent execution,Financial references,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on financial references.,Tool-oriented agent prompt centered on financial references. Incidental text-only summary variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T29-V6,T29,V6,Tool-oriented agent,Agent workflow traces,Agent execution,Financial references,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on financial references.,Tool-oriented agent prompt centered on financial references. Incidental text-only coordination variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T29-V7,T29,V7,Tool-oriented agent,Agent workflow traces,Agent execution,Financial references,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on financial references.,Tool-oriented agent prompt centered on financial references. Incidental text-only logging variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T29-V8,T29,V8,Tool-oriented agent,Agent workflow traces,Agent execution,Financial references,Incidental-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on financial references.,Tool-oriented agent prompt centered on financial references. Incidental OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T30-V1,T30,V1,Tool-oriented agent,Agent workflow traces,Agent execution,Medical content,Essential-privacy,Text-only,Tool-oriented agent prompt centered on medical content.,Tool-oriented agent prompt centered on medical content. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T30-V2,T30,V2,Tool-oriented agent,Agent workflow traces,Agent execution,Medical content,Essential-privacy,Text-only,Tool-oriented agent prompt centered on medical content.,Tool-oriented agent prompt centered on medical content. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T30-V3,T30,V3,Tool-oriented agent,Agent workflow traces,Agent execution,Medical content,Essential-privacy,Text-only,Tool-oriented agent prompt centered on medical content.,Tool-oriented agent prompt centered on medical content. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T30-V4,T30,V4,Tool-oriented agent,Agent workflow traces,Agent execution,Medical content,Essential-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on medical content.,Tool-oriented agent prompt centered on medical content. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T30-V5,T30,V5,Tool-oriented agent,Agent workflow traces,Agent execution,Medical content,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on medical content.,Tool-oriented agent prompt centered on medical content. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T30-V6,T30,V6,Tool-oriented agent,Agent workflow traces,Agent execution,Medical content,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on medical content.,Tool-oriented agent prompt centered on medical content. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T30-V7,T30,V7,Tool-oriented agent,Agent workflow traces,Agent execution,Medical content,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on medical content.,Tool-oriented agent prompt centered on medical content. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T30-V8,T30,V8,Tool-oriented agent,Agent workflow traces,Agent execution,Medical content,Incidental-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on medical content.,Tool-oriented agent prompt centered on medical content. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T31-V1,T31,V1,Tool-oriented agent,Agent workflow traces,Agent execution,Organization/project terms,Essential-privacy,Text-only,Tool-oriented agent prompt centered on organization/project terms.,Tool-oriented agent prompt centered on organization/project terms. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T31-V2,T31,V2,Tool-oriented agent,Agent workflow traces,Agent execution,Organization/project terms,Essential-privacy,Text-only,Tool-oriented agent prompt centered on organization/project terms.,Tool-oriented agent prompt centered on organization/project terms. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T31-V3,T31,V3,Tool-oriented agent,Agent workflow traces,Agent execution,Organization/project terms,Essential-privacy,Text-only,Tool-oriented agent prompt centered on organization/project terms.,Tool-oriented agent prompt centered on organization/project terms. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T31-V4,T31,V4,Tool-oriented agent,Agent workflow traces,Agent execution,Organization/project terms,Essential-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on organization/project terms.,Tool-oriented agent prompt centered on organization/project terms. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T31-V5,T31,V5,Tool-oriented agent,Agent workflow traces,Agent execution,Organization/project terms,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on organization/project terms.,Tool-oriented agent prompt centered on organization/project terms. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T31-V6,T31,V6,Tool-oriented agent,Agent workflow traces,Agent execution,Organization/project terms,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on organization/project terms.,Tool-oriented agent prompt centered on organization/project terms. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T31-V7,T31,V7,Tool-oriented agent,Agent workflow traces,Agent execution,Organization/project terms,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on organization/project terms.,Tool-oriented agent prompt centered on organization/project terms. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T31-V8,T31,V8,Tool-oriented agent,Agent workflow traces,Agent execution,Organization/project terms,Incidental-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on organization/project terms.,Tool-oriented agent prompt centered on organization/project terms. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T32-V1,T32,V1,Tool-oriented agent,Agent workflow traces,Agent execution,Context-dependent confidential spans,Essential-privacy,Text-only,Tool-oriented agent prompt centered on context-dependent confidential spans.,Tool-oriented agent prompt centered on context-dependent confidential spans. Task-critical text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T32-V2,T32,V2,Tool-oriented agent,Agent workflow traces,Agent execution,Context-dependent confidential spans,Essential-privacy,Text-only,Tool-oriented agent prompt centered on context-dependent confidential spans.,Tool-oriented agent prompt centered on context-dependent confidential spans. Reasoning-preserving text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T32-V3,T32,V3,Tool-oriented agent,Agent workflow traces,Agent execution,Context-dependent confidential spans,Essential-privacy,Text-only,Tool-oriented agent prompt centered on context-dependent confidential spans.,Tool-oriented agent prompt centered on context-dependent confidential spans. Tool-compatible text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T32-V4,T32,V4,Tool-oriented agent,Agent workflow traces,Agent execution,Context-dependent confidential spans,Essential-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on context-dependent confidential spans.,Tool-oriented agent prompt centered on context-dependent confidential spans. Task-critical OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T32-V5,T32,V5,Tool-oriented agent,Agent workflow traces,Agent execution,Context-dependent confidential spans,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on context-dependent confidential spans.,Tool-oriented agent prompt centered on context-dependent confidential spans. Incidental text-only summary variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T32-V6,T32,V6,Tool-oriented agent,Agent workflow traces,Agent execution,Context-dependent confidential spans,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on context-dependent confidential spans.,Tool-oriented agent prompt centered on context-dependent confidential spans. Incidental text-only coordination variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T32-V7,T32,V7,Tool-oriented agent,Agent workflow traces,Agent execution,Context-dependent confidential spans,Incidental-privacy,Text-only,Tool-oriented agent prompt centered on context-dependent confidential spans.,Tool-oriented agent prompt centered on context-dependent confidential spans. Incidental text-only logging variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T32-V8,T32,V8,Tool-oriented agent,Agent workflow traces,Agent execution,Context-dependent confidential spans,Incidental-privacy,OCR-mediated text-plus-image,Tool-oriented agent prompt centered on context-dependent confidential spans.,Tool-oriented agent prompt centered on context-dependent confidential spans. Incidental OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
